Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Crédit normalisé,Temps,Score,Véhicules,Machines
Renforcer la solidité des infrastructures critiques,"Renforcement d’un poste électrique, d’un pont ou d’un centre de secours avec protections contre l’eau, le vent et la chaleur. Les services essentiels restent disponibles pendant les épisodes extrêmes.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ RGA/ Tempêtes/ Vague de gel/ Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Anticiper l’adaptabilité et la réversibilité des systèmes,"Conception d’un équipement démontable, modulable ou convertible si les usages changent ou si l’exposition climatique augmente. Le système peut évoluer sans reconstruction complète.",Tous aléas climatiques,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Assurer les capacités de réserve et la redondance,"Organisation d’une capacité de secours avec groupe électrogène, stock tampon et fournisseur alternatif identifié. Les activités critiques peuvent continuer même si un réseau, un accès ou un prestataire est momentanément indisponible.",Inondation fluviale/ Inondation pluie/ Tempêtes/ Chaleur extrême/ Vague de chaleur/ Vague de gel,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Diversifier les viviers de ressources,"Constitution d’un vivier élargi de saisonniers, sous-traitants et fournisseurs situés dans plusieurs zones géographiques. L’entreprise évite de dépendre d’une seule ressource lorsque les fortes pluies, la chaleur ou une crise locale désorganisent l’activité.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,0,Non,Non
Choisir des revêtements de murs et de toits à fort albédo,Application d’une peinture claire réfléchissante sur les toitures exposées et remplacement des bardages sombres par des finitions à fort albédo. Les locaux absorbent moins de chaleur pendant les épisodes caniculaires.,Vague de chaleur/ Chaleur extrême/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Mettre en place une procédure tempête,"Rédaction d’un protocole tempête avec fermeture anticipée des espaces extérieurs, sécurisation des objets mobiles et vérification des ancrages. Les équipes savent quoi faire avant l’arrivée de vents violents.",Tempêtes/ Vents violents,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Court terme,1,Non,Non
Améliorer l’isolation et l’inertie des parois opaques,Ajout d’isolant biosourcé et de protections intérieures sur les murs exposés au soleil afin d’augmenter l’inertie du bâtiment. La température intérieure varie moins rapidement lors des vagues de chaleur.,Vague de chaleur/ Chaleur extrême/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Rigidifier la structure du bâtiment,"Renforcement des charpentes, contreventements et fixations sur les bâtiments les plus exposés au vent. La structure résiste mieux aux rafales et aux sollicitations exceptionnelles.",RGA/ Stress Hydrique/ Inondation fluviale/ Inondation pluie/ Inondation nappe/ Mouvements de terrain,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Utiliser des matériaux résistants à l’eau,"Pose de cloisons, sols et plinthes hydrofuges dans les zones susceptibles d’être inondées. Après une montée d’eau, les espaces peuvent être nettoyés et remis en service plus rapidement.",Inondation fluviale/ Inondation pluie/ Inondation nappe/ Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Optimiser lumière naturelle par vitrages et puits de jour,Création de puits de lumière et remplacement de vitrages mal orientés par des ouvertures mieux dimensionnées. Les pièces sont éclairées naturellement sans augmenter excessivement les apports de chaleur.,Vague de chaleur/ Chaleur extrême/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Rafraîchir les espaces intérieurs par le sol,Installation d’un plancher rafraîchissant alimenté par une eau tempérée dans les espaces accueillant du public. Les occupants bénéficient d’un confort d’été sans recours massif à la climatisation.,Vague de chaleur/ Chaleur extrême/ Modif T° air/ Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Limiter les variations du taux d’humidité du sol,"Mise en place d’un suivi de l’humidité des sols avec paillage, arrosage ciblé et limitation du dessèchement près des fondations. Les retraits et gonflements du terrain sont mieux maîtrisés.",RGA/ Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Choisir des équipements à faible émission de chaleur,"Remplacement des serveurs, éclairages et appareils énergivores par des équipements dégageant moins de chaleur. Les locaux techniques et bureaux montent moins vite en température l’été.",Vague de chaleur/ Chaleur extrême/ Modif T° air,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,0,Non,Non
Communiquer sur les risques aux occupants,"Diffusion d’affiches, messages d’accueil et consignes simples sur les comportements à adopter en cas de chaleur, inondation ou tempête. Les occupants comprennent les risques et réagissent plus vite.",Vague de chaleur/ Chaleur extrême/ Modif T° air/ RGA/ Stress Hydrique/ Tempêtes/ Inondation fluviale/ Inondation pluie/ Inondation nappe/ Fortes pluies,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,10,Non,Non
Concentrer les équipements et activités essentiels aux étages supérieurs,"Déplacement des armoires électriques, archives sensibles et équipements informatiques vers les niveaux hauts du bâtiment. Les fonctions essentielles restent protégées en cas d’inondation du rez-de-chaussée.",Inondation fluviale/ Inondation pluie/ Inondation nappe/ Submersion marine,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,0,Non,Non
Définir une stratégie face au risque d’inondation,"Élaboration d’un plan inondation avec seuils de déclenchement, consignes de fermeture, contacts d’urgence et priorités de remise en route. L’établissement dispose d’une ligne claire avant, pendant et après la crue.",Inondation fluviale/ Inondation pluie/ Inondation nappe/ Submersion marine,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,4,Non,Non
Protéger les réseaux,"Protection des réseaux électriques, d’eau et de télécommunication par clapets anti-retour, gaines étanches et rehaussement des points sensibles. Les services indispensables sont moins exposés aux dégâts d’eau.",Vague de chaleur/ Chaleur extrême/ Modif T° air/ RGA/ Stress Hydrique/ Tempêtes/ Inondation fluviale/ Inondation pluie/ Inondation nappe/Submersion marine/ Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Choisir des solutions de prévention des risques adaptées localement,"Choix de protections proportionnées au contexte local, comme batardeaux en centre ancien, noues en périphérie ou ombrières sur arrêt de bus. Les investissements répondent au risque réel plutôt qu’à une solution standard.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ RGA/ Tempêtes,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,4,Non,Non
Intégrer l’adaptation aux constructions neuves et rénovations lourdes,"Intégration de protections solaires, matériaux résistants à l’eau et espaces refuges dans les projets neufs ou les rénovations lourdes. Les bâtiments sont adaptés dès la conception au climat futur.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Tempêtes/ RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Mener des actions d’opportunisme lors de travaux ponctuels,"Ajout de noues, ombrage ou revêtements perméables à l’occasion d’une réfection de voirie déjà programmée. Les petits travaux deviennent une opportunité d’adaptation sans lancer un chantier séparé.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Tempêtes/ RGA,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Court terme,0,Non,Non
Programmer des interventions reproductibles à grande échelle,"Déploiement d’un modèle type de cours ombragées, arrêts de bus frais ou parkings désimperméabilisés sur plusieurs sites similaires. Les solutions efficaces sont reproduites rapidement à grande échelle.",Vague de chaleur/ Chaleur extrême,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,0,Non,Non
Évaluer l’exposition aux aléas climatiques,"Réalisation d’un diagnostic croisant chaleur, inondation, sécheresse, vent et vulnérabilité des activités. L’entreprise connaît les aléas les plus critiques pour ses sites et ses équipes.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,4,Non,Non
Désigner un pilote Adaptation,"Nomination d’un référent Adaptation chargé de suivre le plan d’actions, les indicateurs et les arbitrages internes. Le sujet dispose d’un responsable clairement identifié.",Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,7,Non,Non
Adapter les plages horaires des services,"Décalage des visites guidées, livraisons, ménage et activités physiques vers les heures les plus fraîches. Les salariés et clients sont moins exposés aux pics de chaleur.",Vague de chaleur/ Chaleur extrême,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Former aux bons usages des bâtiments en période chaude,"Formation des équipes d’accueil, de ménage et de maintenance aux réflexes de fermeture, ventilation et usage raisonné des protections solaires. Le bâtiment est mieux utilisé pendant les épisodes chauds.",Vague de chaleur/ Chaleur extrême,Humaines,Capital humain,25 000 €,1,1,Long terme,10,Non,Non
Mettre en place une gestion technique de la chaleur,"Paramétrage d’une gestion technique qui ferme automatiquement les stores, ventile la nuit et limite les apports internes de chaleur. Le pilotage du bâtiment devient plus réactif en période caniculaire.",Vague de chaleur/ Chaleur extrême,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,0,Non,Non
Créer des noues plantées pour stocker et traiter les eaux,Création de noues végétalisées le long des cheminements et parkings pour retenir les eaux de pluie. Les ruissellements sont ralentis et filtrés avant de rejoindre le réseau.,Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Oui
Former le personnel aux premiers secours,"Formation du personnel d’accueil, d’animation et d’entretien aux gestes de premiers secours et à l’alerte des secours. Les premières minutes d’un incident sont mieux prises en charge.",Inondation fluviale/ Fortes pluies/ Tempêtes/ Vents violents/ Ouragans,Humaines,Capital humain,50 000 €,2,2,Court terme,10,Non,Non
Installer une plateforme ou zone refuge,"Construction d’une zone refuge surélevée, visible et accessible depuis les espaces exposés. Les personnes peuvent se mettre en sécurité lorsque l’évacuation immédiate n’est plus possible.",Submersion marine/ Inondation fluviale,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,7,Non,Oui
"Aménager sur pilotis, longrines ou blocs de béton","Surélévation d’un bâtiment léger sur pilotis, longrines ou blocs béton dimensionnés selon le niveau d’eau attendu. Les planchers et équipements sensibles restent hors d’atteinte des crues.",Submersion marine/ Inondation fluviale,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Oui
Gérer et récupérer les eaux pluviales à l’échelle territoriale,"Création de bassins de rétention, citernes et réseaux de récupération d’eau de pluie pour arroser les espaces publics. Le territoire réduit sa dépendance à l’eau potable.",Stress Hydrique/ Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Oui
Limiter le ruissellement à l’échelle,"Aménagement de fossés végétalisés, sols perméables et zones d’infiltration sur les espaces imperméabilisés. Les pluies intenses ruissellent moins vite vers l’aval.",Fortes pluies/ Inondation pluie/ Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
"Installer mitigeurs, réducteurs de débit et chasses double débit","Pose de mousseurs, mitigeurs temporisés et chasses double débit dans les sanitaires ouverts au public. Les consommations d’eau baissent sans réduire le confort d’usage.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,0,Non,Non
Protéger les habitats naturels pendant les chantiers,"Balisage des zones à éviter, mise en défens des habitats sensibles et briefing des entreprises avant travaux. Les espèces et milieux naturels sont protégés pendant le chantier.",Tous aléas climatiques,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,2,Court terme,6,Non,Non
Classer les actions par familles d’intervention,"Regroupement des actions en familles comme sobriété eau, fraîcheur, inondation, biodiversité et gouvernance. Le plan devient plus lisible pour arbitrer et suivre les priorités.",Stress Hydrique / Modif T° air/ Chaleur extrême/ Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Encourager les transports peu carbonés,"Mise en avant de l’accès en train, navettes locales, location de vélos et réductions pour les visiteurs sans voiture. Les déplacements touristiques dépendent moins de l’automobile.",Modif T° air/ Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Oui,Non
Réaliser un dispositif de drainage,Pose de drains périphériques et exutoires contrôlés autour d’un bâtiment exposé aux eaux stagnantes. L’eau est évacuée avant d’endommager les fondations ou les locaux.,RGA/ Fortes pluies/ Stress Hydrique/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Oui
Souscrire une couverture assurantielle vents et tempêtes,"Souscription d’une police couvrant les dégâts sur toitures, vitrages, enseignes et équipements extérieurs après rafales, grêle ou chute d’arbres.",Tempêtes/ Vents violents/ Feux de forêt,Humaines,Capital humain,25 000 €,1,1,Court terme,0,Non,Non
Mettre en place des protections financières contre catastrophes,"Constitution d’un fonds de réserve catastrophe, ligne de crédit mobilisable et contrat paramétrique déclenché automatiquement après cyclone ou tempête majeure.",Tempêtes/ Ouragans,Financières,Section par défaut,25 000 €,1,1,Moyen terme,0,Non,Non
Réduire les rejets au réseau par gestion locale des eaux,"Déconnexion d’une partie des eaux de toiture du réseau unitaire et infiltration sur place via tranchées drainantes, cuves et espaces plantés.",Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Créer trois bassins d’infiltration rectangulaires,"Construction de trois bassins rectangulaires successifs pour stocker les pluies intenses, favoriser l’infiltration et limiter le débordement vers la voirie.",Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Reprofiler les berges en pente douce,"Adoucissement des berges d’un fossé communal avec pentes végétalisées, banquettes inondables et stabilisation par fascines plutôt que murs bétonnés.",Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Maintenir une prairie naturelle accessible,"Conservation d’une prairie non imperméabilisée servant à la fois d’espace de détente, zone d’infiltration et refuge de biodiversité pendant l’été.",Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,80 000 €,3,2,Moyen terme,6,Non,Non
Installer des accès inclusifs au jardin de pluie,"Pose d’un cheminement en pente douce, d’une passerelle antidérapante et de bancs adaptés pour rendre le jardin de pluie accessible à tous.",Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,6,Non,Non
Concevoir un parc avec gestion alternative des eaux,"Aménagement d’un parc combinant noues, sols perméables, arbres d’ombrage et bassins paysagers pour absorber les pluies d’orage.",Fortes pluies/ Inondation pluie/ Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Concevoir un écoquartier avec gestion intégrée des eaux,"Conception d’un écoquartier avec chaussées drainantes, jardins de pluie, récupération des eaux de toiture et règles d’entretien partagées.",Fortes pluies/ Inondation pluie/ Inondation fluviale/ Vague de chaleur/ Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Créer une zone humide urbaine,"Création d’une mare urbaine alimentée par les eaux pluviales, entourée de plantes hélophytes et connectée à un cheminement pédagogique.",Fortes pluies/ Inondation pluie/ Vague de chaleur/ Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Réutiliser les eaux pluviales pour l’irrigation,"Installation de cuves enterrées récupérant les eaux de toiture pour arroser les massifs, jeunes arbres et espaces verts en période sèche.",Stress Hydrique/ Fortes pluies,Technique,OPEX majoritaire > eau,25 000 €,1,1,Long terme,6,Non,Non
Contrôler les débits de fuite des eaux pluviales,"Installation d’un ouvrage de régulation limitant le débit rejeté au réseau après pluie, avec contrôle annuel et carnet de maintenance.",Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Implanter une noue paysagère de rétention,"Création d’une noue plantée le long d’un parking pour retenir les eaux de ruissellement, les filtrer et les infiltrer progressivement.",Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Intégrer les risques de submersion et de crue,"Intégration des cotes de crue et de submersion dans le plan d’aménagement, avec zones refuges et équipements sensibles surélevés.",Inondation fluviale/ Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,4,Non,Non
Animer un programme d’économie d’eau dans les services municipaux,"Suivi mensuel des consommations d’eau des écoles, gymnases et espaces verts, avec objectifs de réduction et affichage des résultats par service.",Stress Hydrique,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,0,Non,Non
Installer des équipements de détection de fuites,Pose de capteurs acoustiques et compteurs communicants pour détecter les fuites nocturnes avant apparition de dégâts visibles en voirie.,Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,7,Non,Non
Mobiliser un projet européen LIFE+ pour financer les travaux,"Préparation d’un dossier LIFE+ regroupant restauration hydraulique, suivi écologique, communication européenne et cofinancements publics.",Tempêtes,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,3,Non,Non
Créer des ombres autour des bâtiments du théâtre,"Pose de voiles d’ombrage, plantations d’arbres et pergolas autour des façades vitrées du théâtre pour réduire la surchauffe.",Chaleur extrême/ Vague de chaleur/ Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Mettre en place une ventilation naturelle nocturne,"Ouverture automatisée des ouvrants la nuit lorsque l’air extérieur est plus frais, avec fermeture avant les pics de chaleur.",Chaleur extrême/ Vague de chaleur,Technique,OPEX majoritaire > énergie,50 000 €,2,2,Moyen terme,6,Non,Non
Planter un environnement végétal méditerranéen,"Plantation d’oliviers, micocouliers, lavandes et sols paillés autour du bâtiment pour créer de l’ombre avec peu d’arrosage.",Chaleur extrême/ Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,6,Non,Non
Capitaliser les retours d’expérience d’adaptation,"Création d’une base de retours d’expérience décrivant problème initial, solution testée, coût, difficultés et résultats mesurés après adaptation.",Fortes pluies/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Modif T° air,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Structurer les actions par familles d’enjeux climatiques,"Classement des actions en familles eau, chaleur, biodiversité, infrastructures et organisation afin de construire une feuille de route lisible.",Fortes pluies/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Modif T° air,Organisationnelles,Section par défaut,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Déployer un volet développement durable dans les rénovations,"Intégration systématique d’isolation, ventilation, matériaux sobres et suivi des déchets dans les marchés de rénovation des bâtiments.",Modif T° air/ Chaleur extrême,Organisationnelles,Section par défaut,250 000 €,10,3,Long terme,0,Non,Non
Suivre les performances de confort et d’énergie après travaux,"Relevé des températures, consommations et retours occupants pendant deux étés après travaux pour ajuster ventilation, protections solaires et consignes.",Chaleur extrême/ Vague de chaleur/ Vague de gel/ Modif T° air,Technique,OPEX majoritaire > énergie,250 000 €,10,3,Long terme,7,Non,Non
Créer des espaces récréatifs perméables et végétalisés,"Création d’une place de quartier avec sol drainant, arbres de grand développement, mobilier ombragé et aire de jeux perméable.",Fortes pluies/ Inondation pluie/ Chaleur extrême/ Tempêtes/ Inondation fluviale,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Connecter les berges à un itinéraire de mobilité douce,"Aménagement d’une promenade cyclable et piétonne en bord de berge reliant gare, parc et centre-ville sans imperméabiliser les rives.",Fortes pluies/ Inondation pluie/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Mettre en place un entretien compatible avec les aménagements doux,"Plan d’entretien limitant tontes rases, désherbage chimique et curage brutal afin de préserver noues, berges végétalisées et sols perméables.",Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,25 000 €,1,1,Long terme,1,Non,Non
Organiser des sessions collectives de semis et plantation,"Organisation d’un chantier participatif pour semer une prairie fleurie, planter des arbustes et expliquer les gestes d’entretien aux habitants.",Chaleur extrême/ Vague de chaleur,Solutions fondées sur la nature,Capital humain,25 000 €,1,1,Long terme,0,Non,Non
Installer des supports et micro-espaces à planter,"Installation de bacs, treillis, jardinières de rue et pieds d’arbres plantés pour créer de petits îlots de fraîcheur.",Chaleur extrême/ Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,0,Non,Non
Créer des fresques végétales sur les murs,"Végétalisation d’un mur aveugle avec câbles, plantes grimpantes et système d’arrosage économe pour réduire la température de façade.",Chaleur extrême/ Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,2,Court terme,6,Non,Non
Capitaliser l’expérimentation de design urbain,"Bilan de l’expérimentation urbaine avec photos avant-après, mesures de fréquentation, retours habitants et recommandations pour duplication.",Chaleur extrême/ Vague de chaleur,Organisationnelles,Section par défaut,250 000 €,10,3,Moyen terme,7,Non,Non
Tenir un registre volontaire des personnes fragiles et isolées,Mise à jour d’un registre communal des personnes âgées ou isolées souhaitant être contactées lors des épisodes de forte chaleur.,Chaleur extrême/ Vague de chaleur,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Former les bénévoles aux procédures d’intervention canicule,"Formation des bénévoles aux appels de vigilance, visites courtes, repérage des signes d’alerte et transmission aux services sociaux.",Chaleur extrême/ Vague de chaleur,Humaines,Capital humain,25 000 €,1,1,Long terme,10,Non,Non
Réaliser des visites à domicile pendant les canicules,"Organisation de tournées à domicile chez les personnes inscrites pour vérifier hydratation, température du logement et besoin d’aide.",Chaleur extrême/ Vague de chaleur,Humaines,OPEX majoritaire > main d’œuvre,25 000 €,1,1,Long terme,0,Non,Non
Utiliser un logiciel de planification et de traçabilité,"Utilisation d’un outil partagé pour programmer appels, visites, comptes rendus et alertes non traitées pendant le plan canicule.",Chaleur extrême/ Vague de chaleur,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,7,Non,Non
Mener une campagne annuelle de communication canicule,"Distribution d’affiches, courriers et messages téléphoniques rappelant inscription au registre, lieux frais disponibles et numéros d’urgence.",Chaleur extrême/ Vague de chaleur,Humaines,Capital humain,25 000 €,1,1,Long terme,10,Non,Non
Améliorer les connaissances territoriales sur les ressources,"Compilation des données nappes, captages, usages et sécheresses passées pour identifier les secteurs où la ressource devient fragile.",Stress Hydrique,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,0,Non,Non
Améliorer le lien ville-agriculture,"Création de marchés de producteurs, jardins partagés et circuits courts reliant habitants, cantines, agriculteurs et espaces agricoles périurbains.",Modif T° air,Humaines,Capital humain,30 000 €,6,1,Court terme,3,Non,Non
Conventionner les interventions sur terrains privés,"Signature d’accords avec les propriétaires riverains pour autoriser l’accès rapide aux berges, fossés ou parcelles sensibles lors d’un curage, d’une fuite ou d’un épisode de sécheresse.",Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Organiser les réunions publiques et visites de chantier,"Organisation d’une visite du chantier avec les riverains, présentation des restrictions d’eau prévues et recueil des inquiétudes avant le démarrage des travaux d’été.",Stress Hydrique,Humaines,Capital humain,15 000 €,1,"0,5",Moyen terme,3,Non,Non
Former les entreprises et usagers au bon usage du bâtiment,"Session de prise en main expliquant aux occupants quand ouvrir les ouvrants, fermer les brise-soleil et utiliser la ventilation pour garder le confort sans surconsommer.",Modif T° air/ Chaleur extrême/ Vague de chaleur,Humaines,Capital humain,25 000 €,1,1,Long terme,10,Non,Non
"Renforcer isolation, étanchéité à l’air et récupération de chaleur","Reprise de l’isolation des combles, traitement des fuites d’air autour des menuiseries et ajout d’une récupération de chaleur sur la ventilation des locaux occupés.",Vague de gel/ Modif T° air/ Chaleur extrême/ Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Utiliser matériaux biosourcés et recyclables,"Choix de panneaux bois, isolants en fibre végétale et revêtements démontables afin de limiter les émissions du chantier et faciliter le réemploi lors d’une future rénovation.",Modif T° air/ Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Préparer la ville aux sécheresses et à la raréfaction des ressources,"Création d’un plan communal fixant des priorités d’arrosage, des restrictions progressives et des réserves pour les usages essentiels lors des étés très secs.",Chaleur extrême/ Fortes pluies/ Inondation fluviale/ Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,0,Non,Non
Co-construire une stratégie d’adaptation sur cinq ans,"Atelier réunissant direction, services techniques, achats et usagers pour définir cinq chantiers prioritaires, des responsables et des jalons annuels d’adaptation.",Chaleur extrême/ Fortes pluies/ Stress Hydrique/ Modif T° air,Organisationnelles,Capital humain,30 000 €,1,1,Moyen terme,3,Non,Non
Changer les représentations sur l’adaptation au climat futur,"Animation d’un parcours interne montrant les impacts attendus en 2050, avec exemples locaux, afin de faire évoluer les choix d’investissement et de maintenance.",Modif T° air/ Chaleur extrême/ Stress Hydrique/ Fortes pluies,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,10,Non,Non
Intégrer l’adaptation dans les opérations urbaines,"Ajout d’exigences d’ombre, d’infiltration des pluies et de confort d’été dans les fiches de lancement des projets d’aménagement urbain.",Chaleur extrême/ Fortes pluies/ Inondation pluie,Organisationnelles,Section par défaut,250 000 €,10,3,Long terme,0,Non,Non
Créer un grand parc urbain îlot de fraîcheur,"Transformation d’une friche minérale en parc planté avec grands arbres, noues et zones de repos ombragées pour offrir un refuge frais pendant les canicules.",Chaleur extrême/ Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Adapter l’offre de produits aux nouvelles conditions climatiques,"Refonte d’une gamme avec conditionnements plus résistants à la chaleur, dates de livraison adaptées et produits moins sensibles aux ruptures liées aux intempéries.",Chaleur extrême/ Fortes pluies/ Modif T° air/ Vague de chaleur/ Vague de gel/ Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Modeler l’espace public pour contenir les pluies rares,"Création de gradins, creux paysagers et bordures franchissables permettant de stocker temporairement l’eau d’un orage centennal sur la place publique.",Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Oui
Intégrer le risque climatique aux outils de planification financière,"Ajout d’un module climat dans les tableaux financiers, avec scénarios de coûts liés aux arrêts d’activité, réparations et hausses d’assurance.",Modif T° air/ Fortes pluies/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Vague de chaleur/ Vague de gel,Humaines,Capital humain,50 000 €,2,2,Moyen terme,7,Non,Non
Intégrer le risque climatique dans l’analyse de matérialité RSE,"Ajout du risque sécheresse, chaleur et rupture d’approvisionnement dans la matrice de matérialité RSE, avec cotation par métier et zone géographique.",Modif T° air/ Stress Hydrique/ Chaleur extrême/ Vague de chaleur/ Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,4,Non,Non
