Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Mener une campagne annuelle de communication canicule,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Chaleur extrême; Vague de chaleur,Ressources humaines,Capital humain,25 000 €,1,Long terme,0
Optimiser les services d’eau et d’assainissement,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Stress Hydrique,Technique,OPEX eau,50 000 €,2,Moyen terme,7
Améliorer les connaissances territoriales sur les ressources,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux fortes chaleurs, ce qui réduit les interruptions et les surcoûts.",Stress Hydrique,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,Court terme,4
Supprimer les points durs du littoral,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Tempêtes,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Élargir la plage par apports de sable,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tempêtes,Fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,Court terme,6
Aider l’installation et la diversification des exploitations agricoles,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Modif T° air; Stress Hydrique,Organisationnelles,Section par défaut,15 000 €,1,Moyen terme,0
Améliorer le lien ville-agriculture,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Modif T° air,Ressources humaines,Capital humain,30 000 €,1,Court terme,7
Organiser un colloque au champ sur les innovations d’irrigation,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Stress Hydrique,Ressources humaines,Capital humain,50 000 €,2,Moyen terme,7
Suivre scientifiquement les liens tourbières-climat,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Stress Hydrique; Modif T° air,Technique,OPEX main d’œuvre,250 000 €,10,Long terme,6
Conventionner les interventions sur terrains privés,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Stress Hydrique,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,0
Réaliser des tests poussés sur les sols karstiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Stress Hydrique; Fortes pluies; Inondation nappe; Inondation pluie,Technique,OPEX main d’œuvre,50 000 €,2,Long terme,6
Organiser les réunions publiques et visites de chantier,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique,Ressources humaines,Capital humain,15 000 €,1,Moyen terme,0
Concevoir un bâtiment compact sur pilotis avec enveloppe performante,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Former les entreprises et usagers au bon usage du bâtiment,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air; Chaleur extrême; Vague de chaleur,Ressources humaines,Capital humain,25 000 €,1,Long terme,5
Végétaliser la terrasse pour rafraîchir en été,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Chaleur extrême; Vague de chaleur; Fortes pluies,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
"Renforcer isolation, étanchéité à l’air et récupération de chaleur","Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de gel; Modif T° air; Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Utiliser matériaux biosourcés et recyclables,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Préparer la ville aux sécheresses et à la raréfaction des ressources,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Fortes pluies; Inondation fluviale; Stress Hydrique,Organisationnelles,OPEX main d’œuvre,50 000 €,2,Moyen terme,4
Co-construire une stratégie d’adaptation sur cinq ans,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Chaleur extrême; Fortes pluies; Stress Hydrique; Modif T° air,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,1
Changer les représentations sur l’adaptation au climat futur,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Modif T° air; Chaleur extrême; Stress Hydrique; Fortes pluies,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Intégrer l’adaptation dans les opérations urbaines,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Chaleur extrême; Fortes pluies; Inondation pluie,Organisationnelles,Section par défaut,250 000 €,10,Long terme,0
Créer une marque territoriale de tourisme durable,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Modif T° air,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Infléchir les pratiques territoriales agricoles et forestières,"Équipement de tous les bureaux en climatiseurs individuels, sans priorisation ni sobriété d’usage. Le confort immédiat augmente pendant les canicules, mais les consommations électriques et les rejets de chaleur renforcent la vulnérabilité du site.",Modif T° air; Stress Hydrique,Ressources humaines,Capital humain,50 000 €,2,Court terme,7
Créer un grand parc urbain îlot de fraîcheur,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Chaleur extrême; Vague de chaleur,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Sensibiliser et former aux risques climatiques,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Chaleur extrême; Fortes pluies; Stress Hydrique; Inondation pluie; Modif T° air; Tempêtes; Vague de chaleur; RGA,Ressources humaines,Capital humain,30 000 €,1,Court terme,7
Adapter l’offre de produits aux nouvelles conditions climatiques,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Chaleur extrême; Fortes pluies; Modif T° air; Vague de chaleur; Vague de gel; Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Concevoir un pôle d’échanges bioclimatique multimodal,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Chaleur extrême; Vague de chaleur; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,5
Installer un dôme à double paroi ventilé,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Chaleur extrême; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Utiliser une paroi extérieure translucide en ETFE,"Climatisation réservée aux salles serveurs, infirmeries, laboratoires sensibles et espaces d’accueil des publics fragiles. Les consignes de température sont encadrées et les autres espaces utilisent d’abord l’ombrage, la ventilation nocturne et les brasseurs d’air.",Chaleur extrême; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre en place un puits canadien,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Chaleur extrême; Vague de chaleur; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Installer clapets et tirage thermique pour évacuer l’air chaud,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Modéliser thermiquement la gare avant construction,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Chaleur extrême; Vague de gel,Technique,OPEX main d’œuvre,250 000 €,10,Long terme,0
Modeler l’espace public pour contenir les pluies rares,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Fortes pluies; Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,1
Filtrer les eaux par infiltration lente dans sable,"Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Fortes pluies; Inondation pluie,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Intégrer le risque climatique aux outils de planification financière,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Modif T° air; Fortes pluies; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Ressources humaines,Capital humain,50 000 €,2,Moyen terme,7
Analyser l’influence de l’ENSO sur la production de cacao,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Modif T° air; Stress Hydrique; Chaleur extrême; Vague de chaleur,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,0
Étudier l’effet de l’harmattan sur les cacaoyers,"Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Stress Hydrique; Chaleur extrême; Modif T° air,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,0
Maintenir une implantation locale auprès des producteurs,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Stress Hydrique; Chaleur extrême; Modif T° air,Ressources humaines,OPEX main d’œuvre,25 000 €,1,Long terme,6
Améliorer la prise de décision de l’équipe trading par l’information climatique,"Transformation d’un parking bitumé en revêtement perméable, avec noues végétalisées et fosses de plantation. L’eau s’infiltre directement sur site, les réseaux débordent moins lors des pluies intenses et le sol restitue moins de chaleur en été.",Modif T° air; Stress Hydrique; Chaleur extrême,Organisationnelles,OPEX main d’œuvre,30 000 €,1,Court terme,7
Intégrer le risque climatique dans l’analyse de matérialité RSE,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Modif T° air; Stress Hydrique; Chaleur extrême; Vague de chaleur; Vague de gel,Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,0
Évaluer financièrement les effets des saisons raccourcies,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Modif T° air; Vague de gel,Financières,OPEX main d’œuvre,30 000 €,1,Moyen terme,7
Diversifier géographiquement les approvisionnements,"Remplacement de l’entretien intensif par une gestion différenciée : fauche tardive, paillage, compost local et réduction des produits chimiques. Les sols retiennent mieux l’eau, la végétation résiste davantage aux sécheresses et la biodiversité augmente.",Stress Hydrique; Fortes pluies; Inondation pluie,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,5
Analyser l’exposition des sites et de la logistique interne aux événements extrêmes,"Remplacement de l’entretien intensif par une gestion différenciée : fauche tardive, paillage, compost local et réduction des produits chimiques. Les sols retiennent mieux l’eau, la végétation résiste davantage aux sécheresses et la biodiversité augmente.",Fortes pluies; Inondation pluie; Vague de gel; Tempêtes,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,4
Relocaliser un centre logistique exposé à l’inondation,"Remplacement de l’entretien intensif par une gestion différenciée : fauche tardive, paillage, compost local et réduction des produits chimiques. Les sols retiennent mieux l’eau, la végétation résiste davantage aux sécheresses et la biodiversité augmente.",Inondation fluviale; Inondation pluie; Inondation nappe,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
"Créer des indicateurs transversaux entre finance, achats et logistique","Installation d’ouvrants sécurisés, de brasseurs d’air et de protections solaires extérieures dans les salles les plus exposées. Les locaux restent utilisables plus longtemps pendant les pics de chaleur, avec moins de dépendance à la climatisation.",Modif T° air; Stress Hydrique; Fortes pluies; Vague de chaleur; Vague de gel,Organisationnelles,OPEX main d’œuvre,50 000 €,2,Moyen terme,7
Développer une culture d’entreprise favorable à l’adaptation,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Modif T° air; Stress Hydrique; Fortes pluies; Vague de chaleur,Ressources humaines,Capital humain,15 000 €,1,Moyen terme,0
Réaliser un retour d’expérience après une inondation,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Inondation fluviale; Inondation pluie; Fortes pluies,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,4
Mener une étude de vulnérabilité à l’inondation du réseau,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Inondation fluviale; Inondation pluie; Inondation nappe; Fortes pluies,Technique,OPEX main d’œuvre,250 000 €,10,Long terme,4
Intégrer les risques naturels et climatiques dans l’analyse des réseaux,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Fortes pluies; Inondation fluviale; Inondation pluie; RGA; Chaleur extrême; Tempêtes,Organisationnelles,OPEX main d’œuvre,250 000 €,10,Long terme,7
Intégrer les SIG dès la conception des ouvrages,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Inondation fluviale; Inondation pluie; RGA; Tempêtes; Chaleur extrême,Technique,CAPEX majoritaire > court terme,250 000 €,10,Court terme,7
Tester l’analyse de vulnérabilité climatique sur pilotes,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",RGA; Fortes pluies; Inondation pluie; Chaleur extrême; Tempêtes,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,4
Développer une méthodologie de prise en compte du risque dans les cahiers des charges,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation pluie; RGA; Chaleur extrême; Tempêtes; Vague de chaleur; Stress Hydrique,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,0
Sauvegarder l’expérience des agents opérationnels,"Scénario de crise testé avant l’été : bascule en télétravail, salles fraîches ouvertes, contact fournisseurs critiques et procédure de fermeture temporaire. Les équipes savent quoi faire lorsque chaleur, inondation ou tempête perturbent le fonctionnement normal.",Fortes pluies; Inondation pluie; Tempêtes; Chaleur extrême,Ressources humaines,Capital humain,50 000 €,2,Moyen terme,7
Développer une structure transverse d’expertise adaptation,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Fortes pluies; Inondation pluie; RGA; Chaleur extrême; Tempêtes,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,4
Améliorer la ventilation et le rafraîchissement passif,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Modif T° air; Chaleur extrême; Vague de chaleur; Fortes pluies; Inondation pluie; RGA; Stress Hydrique,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,0
Accompagner les porteurs de projets par des pairs de la filière,"Adaptation des horaires pendant les canicules, bascule de certains cours ou réunions à distance et accès prioritaire aux espaces rafraîchis. Les salariés, prestataires et usagers restent protégés sans interrompre totalement les activités.",Chaleur extrême; Fortes pluies; RGA; Stress Hydrique,Ressources humaines,OPEX main d’œuvre,15 000 €,1,Moyen terme,0
Utiliser une labellisation par niveaux pour massifier l’adaptation,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Modif T° air; Chaleur extrême; Fortes pluies; Stress Hydrique,Organisationnelles,Section par défaut,50 000 €,2,Moyen terme,7
Renforcer les compétences des professionnels du bâtiment,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Chaleur extrême; Vague de chaleur; Fortes pluies; RGA; Stress Hydrique,Ressources humaines,Capital humain,25 000 €,1,Long terme,0
Essaimer les démarches de bâtiment durable adaptées localement,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Modif T° air; Chaleur extrême; Fortes pluies; Stress Hydrique,Organisationnelles,Section par défaut,250 000 €,10,Long terme,0
Dispositifs énergétiques de secours pour assurer la continuité des activités,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Tempêtes; Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Développer l'autoconsommation énergétique du campus et réduire la dépendance au réseau électrique,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Vague de chaleur; Chaleur extrême; Tempêtes; Risque sur l’approvisionnement énergétique,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Installation d'un système de climatisation généralisée,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Vague de chaleur; Chaleur extrême; Modif T° air,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,9
Réduction de la dépendance aux énergies fossiles,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Vague de chaleur; Chaleur extrême; Risque sur l’approvisionnement énergétique,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Déplacements des activités vers des zones plus sûres,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Inondation pluie; Inondation fluviale; Inondation nappe; Submersion; Retrait-gonflement des argiles,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,9
Amélioration de la résilience des bâtiments du campus,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation pluie; Tempêtes; Retrait-gonflement des argiles,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Raccordement des bâtiments au réseau de chaleur urbain,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Vague de chaleur; Chaleur extrême; Risque sur l’approvisionnement énergétique,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,8
Les principaux fournisseurs ont mis en œuvre des solutions techniques visant l'amélioration de la robustesse de leurs sites,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Tous aléas climatiques; Fortes pluies; Inondation; Vague de chaleur; Tempêtes,Ressources Techniques,CAPEX majoritaire > long terme,250 000 €,10,Long terme,5
Utilisation raisonnée de la climatisation avec priorisation des espaces critiques,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Vague de chaleur; Chaleur extrême; Modif T° air,Ressources Techniques,OPEX énergie,50 000 €,2,Moyen terme,8
Mise en place de dispositifs de secours et d'urgence en cas d'aléas,"Lancement d’un programme pilote sur matériaux frais, sobriété hydrique et suivi des îlots de chaleur sur le campus. Les résultats orientent les futurs travaux et réduisent l’exposition des bâtiments et usagers aux aléas climatiques.",Tous aléas climatiques; Fortes pluies; Inondation; Vague de chaleur; Tempêtes,Ressources Techniques,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Diagnostic des risques climatiques régulièrement actualisé avec une prise en compte des mises à jour scientifiques,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Tous aléas climatiques,Ressources Techniques,OPEX main d’œuvre,30 000 €,1,Moyen terme,4
Evaluation régulière des équipements critiques pour s'assurer qu'ils sont dimensionnés aux conditions climatiques,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation; Tempêtes,Ressources Techniques,OPEX main d’œuvre,30 000 €,1,Moyen terme,1
Végétalisation du bâtiment,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation pluie; Stress Hydrique,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Création de nouveaux habitats naturels,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Vague de chaleur; Chaleur extrême; Fortes pluies; Stress Hydrique; Érosion de la biodiversité,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Renforcement de la trame végétale du campus,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation pluie; Stress Hydrique,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,9
Gestion intégrée des eaux pluviales,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Fortes pluies; Inondation pluie; Inondation fluviale; Inondation nappe,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
