Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Améliorer le rendement des usines de production d’eau,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Sectoriser le réseau de distribution,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,250 000 €,10,Court terme,0
Installer des équipements de détection de fuites,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Renouveler les canalisations vulnérables,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Rendre la station de lavage autonome en eau potable,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Stress Hydrique; Fortes pluies,Technique,OPEX majoritaire > eau,250 000 €,10,Long terme,0
Mobiliser des financements européens pour la station économe,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Stress Hydrique; Modif T° air,Financières,Section par défaut,25 000 €,1,Moyen terme,0
Confier la construction à des artisans locaux,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,0
Aménager de nouvelles activités de pleine nature,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Modif T° air; Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Sensibiliser les visiteurs et habitants aux effets du changement climatique,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air,Humaines,Capital humain,30 000 €,1,Court terme,0
Rétablir des connexions hydrauliques entre lagunes et hydrosystèmes,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux sécheresse.",Stress Hydrique; Tempêtes,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Maintenir la capacité d’accueil des oiseaux d’eau coloniaux,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux tempêtes.",Tempêtes,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,80 000 €,3,Moyen terme,6
Développer des usages économiques doux compatibles avec la submersion,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tempêtes menacent la continuité des activités.",Tempêtes,Organisationnelles,Section par défaut,15 000 €,1,Long terme,0
Mobiliser un projet européen LIFE+ pour financer les travaux,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux tempêtes, ce qui réduit les interruptions et les surcoûts.",Tempêtes,Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Évaluer l’effet de l’acidification des mares sur l’écrevisse à pattes blanches,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,7
Tester le déplacement d’individus vers des mares favorables,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Stress Hydrique,Solutions fondées sur la nature,Section par défaut,80 000 €,3,Moyen terme,6
Identifier les habitats favorables aux amphibiens,"Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Stress Hydrique; Modif T° air,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,0
Organiser des séminaires scientifiques et territoriaux,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air; Stress Hydrique,Humaines,Capital humain,15 000 €,1,Moyen terme,0
Évaluer les volumes prélevables d’une ressource en eau,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,7
Émettre un avis défavorable à un projet incompatible avec la ressource,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,Section par défaut,50 000 €,2,Moyen terme,0
Classer le bassin en zone de répartition des eaux,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,Section par défaut,250 000 €,10,Moyen terme,0
Organiser des ateliers climat sur la ressource en eau,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des sécheresse.",Stress Hydrique,Humaines,Capital humain,50 000 €,2,Court terme,0
Communiquer auprès des citoyens sur la préservation de l’eau,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Stress Hydrique; Inondation pluie; Fortes pluies,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Réaliser les études d’impact d’un réaménagement exposé,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tempêtes perturbent le site.",Tempêtes,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Mettre en place une concertation publique sur les scénarios du quai,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tempêtes perturbent le site.",Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Consolider le musoir et la jetée du port,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tempêtes perturbent le site.",Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Prévoir la rénovation future des autres quais,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tempêtes menacent la continuité des activités.",Tempêtes,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Créer des ombres autour des bâtiments du théâtre,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Chaleur extrême; Vague de chaleur; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Utiliser une zone périphérique tampon autour de la salle,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Exploiter une nappe d’accompagnement de cours d’eau,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre en place une ventilation naturelle nocturne,"Installation d’ouvrants sécurisés, de brasseurs d’air et de protections solaires extérieures dans les salles les plus exposées. Les locaux restent utilisables plus longtemps pendant les pics de chaleur, avec moins de dépendance à la climatisation.",Chaleur extrême; Vague de chaleur,Technique,OPEX majoritaire > énergie,50 000 €,2,Moyen terme,8
Récupérer les frigories produites par la pompe à chaleur,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur,Technique,OPEX majoritaire > énergie,250 000 €,10,Long terme,0
Planter un environnement végétal méditerranéen,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,Court terme,6
Capitaliser les retours d’expérience d’adaptation,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Fortes pluies; Stress Hydrique; Chaleur extrême; Tempêtes; Modif T° air,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Structurer les actions par familles d’enjeux climatiques,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Fortes pluies; Stress Hydrique; Chaleur extrême; Tempêtes; Modif T° air,Organisationnelles,Section par défaut,15 000 €,1,Moyen terme,0
Installer des ombrières sur les aires de stationnement des rames,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air; Chaleur extrême; Vague de chaleur,Technique,OPEX majoritaire > énergie,250 000 €,10,Long terme,0
Dimensionner l’ombrage dès la conception des ateliers-dépôts,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Suivre les gains énergétiques du dispositif d’ombrage,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Chaleur extrême; Vague de chaleur; Modif T° air,Technique,OPEX majoritaire > main d’œuvre,25 000 €,1,Moyen terme,0
Déployer un réseau de pièges pondoirs,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Intervenir en démoustication lors d’une implantation avérée,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air,Technique,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,0
Traiter rapidement l’environnement des cas humains suspects,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Inscrire l’action dans le plan anti-dissémination,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air,Organisationnelles,Section par défaut,30 000 €,1,Moyen terme,0
Rafraîchir l’air neuf par batterie à détente directe,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Déployer un volet développement durable dans les rénovations,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air; Chaleur extrême,Organisationnelles,Section par défaut,250 000 €,10,Long terme,0
Suivre les performances de confort et d’énergie après travaux,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur; Vague de gel; Modif T° air,Technique,OPEX majoritaire > énergie,250 000 €,10,Long terme,0
Comparer les stratégies d’adaptation du littoral,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Tempêtes,Organisationnelles,Section par défaut,30 000 €,1,Long terme,10
Concerter collectivités et acteurs agricoles sur le diagnostic territorial,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tempêtes; Modif T° air; Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,7
Créer des espaces récréatifs perméables et végétalisés,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Fortes pluies; Inondation pluie; Chaleur extrême; Tempêtes; Inondation fluviale,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Connecter les berges à un itinéraire de mobilité douce,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Fortes pluies; Inondation pluie; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre en place un entretien compatible avec les aménagements doux,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Fortes pluies; Inondation pluie,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,6
Organiser des sessions collectives de semis et plantation,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur,Solutions fondées sur la nature,Capital humain,25 000 €,1,Long terme,6
Installer des supports et micro-espaces à planter,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,Court terme,6
Créer des fresques végétales sur les murs,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,Court terme,6
Capitaliser l’expérimentation de design urbain,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Vague de chaleur,Organisationnelles,Section par défaut,250 000 €,10,Moyen terme,0
Ne pas obstruer les brèches de la digue initiale,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Tempêtes; Inondation fluviale,Solutions fondées sur la nature,Section par défaut,250 000 €,10,Long terme,6
Mettre en place un plan de gestion du site,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Tempêtes; Inondation fluviale,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,0
Utiliser le polder comme espace tampon littoral,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Tempêtes; Inondation fluviale,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Tenir un registre volontaire des personnes fragiles et isolées,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Vague de chaleur,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Former les bénévoles aux procédures d’intervention canicule,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Chaleur extrême; Vague de chaleur,Humaines,Capital humain,25 000 €,1,Long terme,10
Réaliser des visites à domicile pendant les canicules,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Chaleur extrême; Vague de chaleur,Humaines,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,0
Utiliser un logiciel de planification et de traçabilité,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Vague de chaleur,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Mener une campagne annuelle de communication canicule,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Chaleur extrême; Vague de chaleur,Humaines,Capital humain,25 000 €,1,Long terme,0
Optimiser les services d’eau et d’assainissement,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,OPEX majoritaire > eau,50 000 €,2,Moyen terme,0
Améliorer les connaissances territoriales sur les ressources,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Supprimer les points durs du littoral,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux tempêtes.",Tempêtes,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Élargir la plage par apports de sable,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux tempêtes.",Tempêtes,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,Court terme,6
Aider l’installation et la diversification des exploitations agricoles,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air; Stress Hydrique,Organisationnelles,Section par défaut,15 000 €,1,Moyen terme,0
Améliorer le lien ville-agriculture,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air,Humaines,Capital humain,30 000 €,1,Court terme,0
Organiser un colloque au champ sur les innovations d’irrigation,"Lancement d’un programme pilote sur matériaux frais, sobriété hydrique et suivi des îlots de chaleur sur le campus. Les résultats orientent les futurs travaux et réduisent l’exposition des bâtiments et usagers aux aléas climatiques.",Stress Hydrique,Humaines,Capital humain,50 000 €,2,Moyen terme,0
Suivre scientifiquement les liens tourbières-climat,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique; Modif T° air,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Conventionner les interventions sur terrains privés,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Réaliser des tests poussés sur les sols karstiques,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Stress Hydrique; Fortes pluies; Inondation nappe; Inondation pluie,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,0
Organiser les réunions publiques et visites de chantier,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des sécheresse.",Stress Hydrique,Humaines,Capital humain,15 000 €,1,Moyen terme,0
Concevoir un bâtiment compact sur pilotis avec enveloppe performante,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Former les entreprises et usagers au bon usage du bâtiment,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Modif T° air; Chaleur extrême; Vague de chaleur,Humaines,Capital humain,25 000 €,1,Long terme,10
Végétaliser la terrasse pour rafraîchir en été,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur; Fortes pluies,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
"Renforcer isolation, étanchéité à l’air et récupération de chaleur","Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de gel; Modif T° air; Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Utiliser matériaux biosourcés et recyclables,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Préparer la ville aux sécheresses et à la raréfaction des ressources,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Fortes pluies; Inondation fluviale; Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Co-construire une stratégie d’adaptation sur cinq ans,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Chaleur extrême; Fortes pluies; Stress Hydrique; Modif T° air,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,10
Changer les représentations sur l’adaptation au climat futur,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air; Chaleur extrême; Stress Hydrique; Fortes pluies,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Intégrer l’adaptation dans les opérations urbaines,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Fortes pluies; Inondation pluie,Organisationnelles,Section par défaut,250 000 €,10,Long terme,0
Créer une marque territoriale de tourisme durable,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Infléchir les pratiques territoriales agricoles et forestières,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air; Stress Hydrique,Humaines,Capital humain,50 000 €,2,Court terme,0
Créer un grand parc urbain îlot de fraîcheur,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Adapter l’offre de produits aux nouvelles conditions climatiques,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Fortes pluies; Modif T° air; Vague de chaleur; Vague de gel; Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Concevoir un pôle d’échanges bioclimatique multimodal,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Installer un dôme à double paroi ventilé,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
